Unnamed: 0,tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari
4044,2023-11-12,P097,Su Şişesi,Mutfak Ürünleri,1273.58,6,7641.48,9372,Tanpınar,Kadın,52,İzmir,2709.53
4045,2024-01-12,P032,Mouse,Elektronik,1031.03,6,6186.18,6128,Aysevim,Erkek,36,Gaziantep,1199.01
4046,2024-04-21,P011,Kalem,Kırtasiye,1480.1,5,7400.5,3834,Serda,Kadın,36,Antalya,1431.83
4047,2023-12-11,P018,Telefon,Elektronik,260.7,11,2867.7,9962,İdiris,Erkek,21,Bursa,4061.59
4048,2023-02-24,P011,Kalem,Kırtasiye,690.1,3,2070.3,8042,Ticen,Kadın,48,Antalya,1643.1
4049,2023-05-17,P032,Mouse,Elektronik,1299.52,12,15594.24,6671,Minibe,Erkek,59,Bursa,4095.91
4050,2023-11-30,P082,Defter,Kırtasiye,1092.5,11,12017.5,8443,Ulu,Kadın,36,Konya,3996.89
4051,2024-02-16,P087,Kulaklık,Elektronik,1174.27,11,12916.97,4500,Güngördü,Erkek,38,İzmir,4243.03
4052,2024-01-24,P018,Telefon,Elektronik,147.27,3,441.81000000000006,2501,Erkılıç,Erkek,41,Konya,548.15
4053,2024-02-02,P037,Fırın,Ev Aletleri,772.03,5,3860.1499999999996,2672,Gürten,Erkek,42,Konya,2048.72
4054,2024-10-07,P032,Mouse,Elektronik,674.62,10,6746.2,8937,Gürsal,Kadın,39,Ankara,3513.64
4055,2024-09-09,P097,Su Şişesi,Mutfak Ürünleri,143.32,14,2006.48,5978,Yeşil,Erkek,22,İzmir,2830.11
4056,2023-03-17,P037,Fırın,Ev Aletleri,1018.45,1,1018.45,9333,Fehim,Kadın,34,Adana,2791.95
4057,2024-09-01,P082,Defter,Kırtasiye,1386.06,6,8316.36,3326,Zerafet,Erkek,44,Gaziantep,2765.7
4058,2022-11-11,P063,Klima,Elektronik,937.0,7,6559.0,5125,Hasbek,Kadın,52,Bursa,645.4
4059,2023-02-09,P024,Bilgisayar,Elektronik,1373.11,3,4119.33,5944,Öngen,Kadın,50,Bursa,3715.9
4060,2023-02-07,P097,Su Şişesi,Mutfak Ürünleri,305.36,12,3664.32,3647,Suphi,Kadın,25,İzmir,371.91
4061,2022-12-07,P037,Fırın,Ev Aletleri,1012.65,14,14177.1,1108,Benice,Erkek,31,Antalya,3553.6
4062,2024-10-30,P082,Defter,Kırtasiye,688.82,10,6888.200000000001,1906,Sami,Kadın,54,İstanbul,2094.14
4063,2023-11-27,P063,Klima,Elektronik,233.86,9,2104.74,1707,Savni,Erkek,37,İzmir,4792.89
4064,2022-12-27,P024,Bilgisayar,Elektronik,1191.3,16,19060.8,6646,Ezgin,Erkek,61,Ankara,3774.06
4065,2024-07-21,P063,Klima,Elektronik,828.02,7,5796.139999999999,1327,Beyler,Kadın,28,İzmir,1554.63
4066,2024-07-10,P032,Mouse,Elektronik,320.87,4,1283.48,7318,Ayşenur,Erkek,20,İzmir,2708.12
4067,2023-06-22,P018,Telefon,Elektronik,744.78,19,14150.82,3779,Şanlı,Erkek,33,Adana,384.95
4068,2022-11-25,P063,Klima,Elektronik,453.31,17,7706.27,2655,Metinkaya,Kadın,67,Gaziantep,2305.2
4069,2023-12-21,P018,Telefon,Elektronik,362.57,6,2175.42,1173,Gilman,Kadın,34,Adana,4456.76
4070,2024-05-30,P097,Su Şişesi,Mutfak Ürünleri,1297.88,13,16872.440000000002,9730,Baba,Kadın,31,Adana,1639.87
4071,2023-11-20,P037,Fırın,Ev Aletleri,577.22,16,9235.52,1752,Çelikkan,Erkek,64,Adana,997.89
4072,2024-06-03,P032,Mouse,Elektronik,1394.44,9,12549.96,5073,Şefi,Erkek,30,Gaziantep,4400.45
4073,2024-04-08,P082,Defter,Kırtasiye,1227.91,4,4911.64,1957,Ayşeana,Erkek,45,Adana,890.72
4074,2024-10-02,P097,Su Şişesi,Mutfak Ürünleri,450.47,15,6757.05,2043,Hurşide,Kadın,48,Bursa,4410.52
4075,2024-09-15,P011,Kalem,Kırtasiye,469.06,4,1876.24,3793,Şayan,Kadın,41,Antalya,2729.55
4076,2024-11-01,P011,Kalem,Kırtasiye,240.2,2,480.4,1795,Necilal,Erkek,35,Antalya,3326.03
4077,2023-12-12,P010,Çanta,Giyim,620.88,16,9934.08,1177,Yosma,Kadın,37,İstanbul,679.33
4078,2024-11-01,P087,Kulaklık,Elektronik,1471.83,10,14718.3,6694,Müveddet,Erkek,69,Gaziantep,4727.61
4079,2024-01-04,P097,Su Şişesi,Mutfak Ürünleri,29.73,8,237.84,8955,Buyrukhan,Kadın,31,Bursa,4722.24
4080,2024-07-04,P011,Kalem,Kırtasiye,514.32,1,514.32,2890,Siti,Kadın,38,Gaziantep,4467.96
4081,2023-10-19,P018,Telefon,Elektronik,965.26,4,3861.04,1750,Neptün,Erkek,26,Gaziantep,1334.89
4082,2023-05-08,P018,Telefon,Elektronik,278.71,16,4459.36,5480,Sunel,Erkek,48,İstanbul,4055.77
4083,2023-07-24,P082,Defter,Kırtasiye,139.55,6,837.3000000000001,8972,İmrihan,Erkek,55,Konya,3788.81
4084,2023-09-24,P063,Klima,Elektronik,987.66,10,9876.6,7852,Jaruthip,Erkek,42,İstanbul,3924.39
4085,2022-12-18,P024,Bilgisayar,Elektronik,986.04,19,18734.76,7293,Yurdaser,Kadın,52,Bursa,1618.27
4086,2023-01-17,P087,Kulaklık,Elektronik,127.38,5,636.9,3872,Dilara,Kadın,20,Ankara,1048.78
4087,2023-03-04,P087,Kulaklık,Elektronik,1122.85,11,12351.349999999999,7820,Suphi,Erkek,69,Gaziantep,2033.0
4088,2024-03-20,P011,Kalem,Kırtasiye,206.09,1,206.09,6831,Eyyüp,Erkek,65,Konya,4755.17
4089,2022-12-15,P037,Fırın,Ev Aletleri,927.1,5,4635.5,9146,Özokçu,Erkek,43,Gaziantep,1421.01
4090,2022-11-30,P010,Çanta,Giyim,1276.18,3,3828.54,2644,Rezin,Kadın,22,İstanbul,4822.08
4091,2023-05-13,P032,Mouse,Elektronik,689.82,16,11037.12,5941,Şehamet,Erkek,66,Adana,1962.85
4092,2024-05-22,P011,Kalem,Kırtasiye,20.46,3,61.38,6619,Özsözlü,Erkek,19,Adana,675.35
4093,2023-04-28,P097,Su Şişesi,Mutfak Ürünleri,691.79,18,12452.22,7433,İsra,Kadın,40,İstanbul,821.15
4094,2024-08-10,P018,Telefon,Elektronik,1109.1,10,11091.0,7292,Adak,Erkek,42,İstanbul,4802.67
4095,2023-08-27,P097,Su Şişesi,Mutfak Ürünleri,845.05,17,14365.849999999999,3836,Gülfeza,Erkek,32,İstanbul,2618.21
4096,2023-11-02,P097,Su Şişesi,Mutfak Ürünleri,102.35,8,818.8,3393,Özgün,Erkek,36,Konya,4060.86
4097,2023-02-28,P037,Fırın,Ev Aletleri,855.74,17,14547.58,1714,Habibe,Kadın,46,Antalya,1832.18
4098,2023-03-08,P011,Kalem,Kırtasiye,143.55,11,1579.0500000000002,1966,Ramadan,Erkek,28,Bursa,4163.75
4099,2024-01-28,P010,Çanta,Giyim,885.44,11,9739.84,6460,Erkinel,Erkek,19,İstanbul,3177.38
4100,2023-05-12,P032,Mouse,Elektronik,1197.51,19,22752.69,9449,Salimet,Erkek,33,Ankara,3434.48
4101,2024-10-18,P032,Mouse,Elektronik,586.66,8,4693.28,7967,Elvan,Erkek,22,Antalya,2457.47
4102,2024-11-01,P010,Çanta,Giyim,615.61,15,9234.15,9185,Gülağa,Erkek,62,Konya,4270.99
4103,2024-03-03,P037,Fırın,Ev Aletleri,1145.88,18,20625.840000000004,6419,Atasagun,Erkek,36,İzmir,1554.68
4104,2023-04-13,P082,Defter,Kırtasiye,138.71,7,970.97,7417,Delil,Kadın,66,Adana,4160.59
4105,2024-06-24,P082,Defter,Kırtasiye,341.5,17,5805.5,9886,Gülter,Erkek,21,Antalya,1313.57
4106,2024-09-02,P082,Defter,Kırtasiye,1238.59,19,23533.21,9724,Tonguç,Erkek,41,Bursa,2536.2
4107,2024-04-28,P018,Telefon,Elektronik,1187.52,5,5937.6,3224,Özsözlü,Erkek,69,Adana,4027.74
4108,2023-06-22,P063,Klima,Elektronik,517.29,2,1034.58,3398,Gelengül,Erkek,47,İzmir,504.81
4109,2023-03-18,P024,Bilgisayar,Elektronik,1372.0,2,2744.0,6185,Doğanşah,Kadın,35,Gaziantep,2764.43
4110,2023-01-21,P024,Bilgisayar,Elektronik,495.06,12,5940.72,6006,Yoruç,Erkek,40,Bursa,101.68
4111,2023-10-14,P063,Klima,Elektronik,856.64,1,856.64,8827,Yalgın,Kadın,23,Konya,2838.78
4112,2023-12-09,P010,Çanta,Giyim,1317.88,17,22403.960000000003,9235,Delil,Erkek,24,Konya,3048.86
4113,2023-05-08,P032,Mouse,Elektronik,408.97,3,1226.91,9008,Eriş,Erkek,56,Adana,329.48
4114,2024-03-25,P018,Telefon,Elektronik,1134.74,3,3404.2200000000003,4236,Cebesoy,Kadın,20,Ankara,4264.92
4115,2024-10-10,P082,Defter,Kırtasiye,1218.96,4,4875.84,1601,Özpetek,Kadın,18,Konya,387.98
4116,2023-03-17,P087,Kulaklık,Elektronik,1447.27,17,24603.59,1759,Torhan,Kadın,56,Gaziantep,3420.61
4117,2024-05-27,P063,Klima,Elektronik,700.7,17,11911.9,8128,Abuzar,Kadın,66,Adana,4840.34
4118,2023-09-23,P010,Çanta,Giyim,1469.32,15,22039.8,9927,Koldan,Erkek,51,Konya,3606.27
4119,2023-12-16,P032,Mouse,Elektronik,969.58,9,8726.220000000001,7081,Maşide,Kadın,43,Adana,1436.22
4120,2024-06-21,P097,Su Şişesi,Mutfak Ürünleri,1305.59,19,24806.21,9088,Giz,Kadın,57,Antalya,2008.33
4121,2024-09-10,P018,Telefon,Elektronik,1338.46,14,18738.44,8460,Abdülkerim,Erkek,34,Adana,3795.38
4122,2023-07-30,P037,Fırın,Ev Aletleri,1030.63,19,19581.97,5350,Kerime,Kadın,55,Konya,3329.32
4123,2023-01-24,P024,Bilgisayar,Elektronik,969.3,10,9693.0,7950,Yadigar,Erkek,66,Gaziantep,1216.77
4124,2024-06-16,P011,Kalem,Kırtasiye,908.45,13,11809.85,4429,Salurbay,Kadın,41,Gaziantep,2073.86
4125,2023-12-03,P011,Kalem,Kırtasiye,90.59,3,271.77,6575,Aysema,Erkek,46,Bursa,4566.67
4126,2023-11-16,P024,Bilgisayar,Elektronik,1252.61,6,7515.66,8590,Güçlüer,Erkek,64,Ankara,3337.27
4127,2024-02-17,P018,Telefon,Elektronik,713.19,18,12837.420000000002,4947,Server,Erkek,46,Bursa,4125.78
4128,2023-12-04,P082,Defter,Kırtasiye,23.91,9,215.19,5112,Türcan,Kadın,68,Antalya,802.27
4129,2022-12-14,P097,Su Şişesi,Mutfak Ürünleri,1444.17,8,11553.36,8616,Vâlâ,Erkek,18,Konya,2945.36
4130,2024-01-08,P087,Kulaklık,Elektronik,218.96,11,2408.56,3427,Haliye,Kadın,63,İzmir,2530.39
4131,2024-09-03,P018,Telefon,Elektronik,891.27,3,2673.81,4720,Alanalp,Kadın,54,Konya,850.91
4132,2023-10-21,P087,Kulaklık,Elektronik,980.59,3,2941.77,4223,Zeynelabidin,Kadın,26,Gaziantep,4344.28
4133,2023-07-23,P087,Kulaklık,Elektronik,939.19,12,11270.28,6853,Cantez,Erkek,54,Konya,354.27
4134,2024-07-21,P011,Kalem,Kırtasiye,1254.22,6,7525.32,9742,Ufukay,Erkek,51,İstanbul,3676.48
4135,2023-09-28,P024,Bilgisayar,Elektronik,917.09,10,9170.9,8851,Vaysal,Erkek,64,İstanbul,273.5
4136,2023-02-25,P097,Su Şişesi,Mutfak Ürünleri,343.43,11,3777.73,8638,Kızıltunç,Kadın,29,Gaziantep,1082.2
4137,2023-08-13,P037,Fırın,Ev Aletleri,1165.27,8,9322.16,8464,Talayer,Kadın,60,Ankara,3991.22
4138,2024-06-15,P097,Su Şişesi,Mutfak Ürünleri,63.8,12,765.5999999999999,1886,Şemsinisa,Erkek,55,İstanbul,4677.17
4139,2023-01-17,P032,Mouse,Elektronik,128.4,6,770.4000000000001,2863,Taşkan,Erkek,55,Antalya,759.2
4140,2022-11-10,P097,Su Şişesi,Mutfak Ürünleri,822.86,1,822.86,1863,Sayın,Erkek,67,Ankara,2788.74
4141,2023-12-09,P063,Klima,Elektronik,1048.53,9,9436.77,7665,Gökçe,Kadın,35,Adana,4936.29
4142,2023-03-04,P097,Su Şişesi,Mutfak Ürünleri,91.03,4,364.12,3795,Nural,Kadın,43,Konya,3213.85
4143,2024-01-18,P063,Klima,Elektronik,145.39,6,872.3399999999999,1020,Ayşan,Erkek,23,Gaziantep,4992.05
4144,2023-03-26,P087,Kulaklık,Elektronik,88.42,16,1414.72,3059,Özbay,Kadın,42,Adana,2019.2
4145,2023-03-12,P011,Kalem,Kırtasiye,1084.42,15,16266.3,7980,Gülgen,Erkek,69,İzmir,216.94
4146,2023-09-27,P018,Telefon,Elektronik,394.3,9,3548.7000000000003,7346,Ummahani,Erkek,32,Antalya,2299.55
4147,2023-08-25,P018,Telefon,Elektronik,1026.77,14,14374.779999999999,8329,Eyyüp,Kadın,43,Ankara,966.05
4148,2023-11-14,P010,Çanta,Giyim,1273.65,11,14010.15,1116,Talibe,Erkek,29,İstanbul,622.03
4149,2024-03-17,P087,Kulaklık,Elektronik,576.79,8,4614.32,6987,Yahşikan,Kadın,38,Gaziantep,3576.43
4150,2024-06-11,P032,Mouse,Elektronik,984.34,3,2953.02,4114,Akalan,Erkek,64,İstanbul,3781.01
4151,2023-07-27,P018,Telefon,Elektronik,881.61,18,15868.98,4148,Zülfüye,Erkek,23,Konya,2622.66
4152,2022-11-09,P063,Klima,Elektronik,1082.48,19,20567.12,1704,Üstün,Erkek,62,Gaziantep,4097.13
4153,2024-03-06,P018,Telefon,Elektronik,393.83,2,787.66,9354,Günver,Kadın,68,Gaziantep,2723.18
4154,2023-03-04,P032,Mouse,Elektronik,200.86,14,2812.04,3270,Asliye,Kadın,63,Konya,3254.9
4155,2023-02-01,P010,Çanta,Giyim,1425.41,15,21381.15,6419,Atasagun,Erkek,36,İzmir,1554.68
4156,2023-07-16,P011,Kalem,Kırtasiye,747.95,9,6731.55,2709,Salami,Erkek,57,Gaziantep,2464.23
4157,2024-09-20,P087,Kulaklık,Elektronik,,1,,5511,Rana,Erkek,58,Ankara,1213.84
4158,2023-05-23,P037,Fırın,Ev Aletleri,954.34,10,9543.4,7800,Mutluhan,Erkek,68,İzmir,2051.88
4159,2023-04-18,P011,Kalem,Kırtasiye,722.29,12,8667.48,6806,Haliye,Erkek,55,İzmir,2776.8
4160,2023-11-05,P087,Kulaklık,Elektronik,686.75,19,13048.25,2554,Pesent,Kadın,31,İstanbul,1459.47
4161,2023-03-15,P087,Kulaklık,Elektronik,352.65,8,2821.2,6975,Büreyre,Kadın,69,Adana,3098.41
4162,2024-03-14,P032,Mouse,Elektronik,12.77,5,63.849999999999994,7463,Gürelcem,Kadın,49,Bursa,652.93
4163,2023-04-19,P063,Klima,Elektronik,1079.84,7,7558.879999999999,4271,Yekbun,Kadın,24,İstanbul,4237.36
4164,2024-03-05,P011,Kalem,Kırtasiye,64.32,17,1093.4399999999998,1385,Yekbun,Erkek,19,Bursa,1050.47
4165,2024-03-11,P010,Çanta,Giyim,1127.0,10,11270.0,6763,Şüküfe,Erkek,29,İstanbul,3694.28
4166,2024-05-08,P018,Telefon,Elektronik,1009.87,9,9088.83,6310,Lütfi,Erkek,26,Konya,107.16
4167,2024-08-19,P082,Defter,Kırtasiye,1484.27,11,16326.97,1126,Kiramettin,Kadın,48,Bursa,522.1
4168,2024-02-06,P087,Kulaklık,Elektronik,1011.4,3,3034.2,8414,Aytuna,Erkek,53,Ankara,4322.19
4169,2023-07-15,P018,Telefon,Elektronik,797.24,17,13553.08,5174,Erbay,Kadın,65,Adana,2351.8
4170,2023-05-01,P010,Çanta,Giyim,326.53,10,3265.2999999999997,1794,Artan,Kadın,50,Ankara,3264.46
4171,2022-12-21,P011,Kalem,Kırtasiye,176.08,13,2289.04,9666,Nurullah,Erkek,59,Antalya,3488.02
4172,2023-12-16,P024,Bilgisayar,Elektronik,468.72,17,7968.240000000001,2323,Aytek,Kadın,63,Konya,4764.81
4173,2023-10-14,P018,Telefon,Elektronik,1399.93,10,13999.3,2134,Merzuk,Erkek,50,Antalya,191.61
4174,2023-07-21,P032,Mouse,Elektronik,789.57,3,2368.71,2872,Şahıgül,Erkek,37,Gaziantep,2027.45
4175,2023-10-29,P011,Kalem,Kırtasiye,453.83,4,1815.32,2748,Batırhan,Kadın,63,Bursa,1653.23
4176,2022-12-28,P037,Fırın,Ev Aletleri,1306.69,19,24827.11,4298,Kaygusuz,Erkek,60,Gaziantep,3174.89
4177,2023-04-21,P097,Su Şişesi,Mutfak Ürünleri,572.55,3,1717.6499999999999,8150,Turgut,Erkek,46,Gaziantep,2486.64
4178,2024-07-17,P097,Su Şişesi,Mutfak Ürünleri,505.68,4,2022.72,3861,Neslinur,Erkek,40,Bursa,193.37
4179,2023-04-08,P037,Fırın,Ev Aletleri,931.02,18,16758.36,4019,Ağmur,Erkek,29,İstanbul,4031.59
4180,2024-03-05,P032,Mouse,Elektronik,1063.27,13,13822.51,6463,Aygönenç,Erkek,47,İstanbul,398.35
4181,2022-11-10,P087,Kulaklık,Elektronik,1269.4,2,2538.8,7529,Teksoy,Erkek,49,İstanbul,2390.38
4182,2024-05-07,P087,Kulaklık,Elektronik,826.04,17,14042.68,4715,Eyyüp,Erkek,38,Antalya,2395.84
4183,2024-05-27,P097,Su Şişesi,Mutfak Ürünleri,690.27,10,6902.7,7720,Nezihi,Kadın,28,Ankara,2541.24
4184,2023-08-15,P037,Fırın,Ev Aletleri,744.98,14,10429.72,9376,Karakucak,Kadın,51,Adana,2658.55
4185,2023-07-13,P032,Mouse,Elektronik,137.84,12,1654.08,7121,Tanır,Kadın,25,Ankara,582.79
4186,2023-11-06,P024,Bilgisayar,Elektronik,46.28,18,833.04,1609,Beyler,Kadın,24,Gaziantep,4200.61
4187,2023-11-29,P097,Su Şişesi,Mutfak Ürünleri,171.51,7,1200.57,1869,Baydu,Kadın,53,Antalya,2036.06
4188,2024-10-02,P011,Kalem,Kırtasiye,464.3,19,8821.7,3771,Ökkaş,Kadın,62,Bursa,3793.95
4189,2024-02-17,P097,Su Şişesi,Mutfak Ürünleri,1345.42,16,21526.72,7165,Kamar,Kadın,61,İzmir,868.58
4190,2023-06-08,P097,Su Şişesi,Mutfak Ürünleri,738.22,7,5167.54,7942,Selmin,Erkek,52,Ankara,3927.11
4191,2023-12-11,P097,Su Şişesi,Mutfak Ürünleri,947.44,13,12316.72,3432,Duha,Kadın,51,İstanbul,3840.64
4192,2023-06-28,P024,Bilgisayar,Elektronik,702.92,12,8435.039999999999,8939,Altınışın,Kadın,20,Gaziantep,4607.97
4193,2023-06-22,P010,Çanta,Giyim,369.77,5,1848.85,1336,Vâlâ,Kadın,51,Adana,2052.84
4194,2022-11-08,P018,Telefon,Elektronik,976.78,7,6837.46,6102,Erbil,Erkek,18,Antalya,1479.61
4195,2024-09-03,P010,Çanta,Giyim,277.25,16,4436.0,7459,Atanur,Erkek,54,İstanbul,1818.35
4196,2023-06-29,P097,Su Şişesi,Mutfak Ürünleri,299.47,1,299.47,6275,Serhatmehmet,Kadın,30,Adana,2317.43
4197,2024-05-26,P082,Defter,Kırtasiye,501.67,19,9531.73,7710,Borahan,Kadın,26,Adana,4108.59
4198,2023-09-13,P087,Kulaklık,Elektronik,168.33,19,3198.2700000000004,5420,Yepelek,Kadın,29,Ankara,2761.05
4199,2023-04-12,P082,Defter,Kırtasiye,745.6,8,5964.8,7104,Özbilek,Kadın,23,İstanbul,1793.73
4200,2024-02-12,P087,Kulaklık,Elektronik,350.88,13,4561.44,1887,Duyguhan,Erkek,54,İzmir,2549.94
4201,2024-01-06,P011,Kalem,Kırtasiye,512.81,9,4615.289999999999,4365,Nebiha,Erkek,68,Bursa,2899.16
4202,2022-11-24,P082,Defter,Kırtasiye,106.5,15,1597.5,4172,İldem,Erkek,55,Konya,3919.72
4203,2023-12-31,P018,Telefon,Elektronik,1072.48,19,20377.12,1894,İçimbike,Kadın,51,Gaziantep,4526.19
4204,2024-03-25,P082,Defter,Kırtasiye,1443.81,9,12994.289999999999,6573,Över,Kadın,33,Ankara,4448.34
4205,2024-07-10,P024,Bilgisayar,Elektronik,638.92,10,6389.2,4885,Sahil,Erkek,52,Adana,1033.66
4206,2023-09-10,P082,Defter,Kırtasiye,929.37,5,4646.85,9008,Eriş,Erkek,56,Adana,329.48
4207,2024-10-26,P097,Su Şişesi,Mutfak Ürünleri,129.58,11,1425.38,4798,İbrahim,Kadın,63,Ankara,3888.25
4208,2024-07-22,P082,Defter,Kırtasiye,174.35,14,2440.9,5097,Suat,Kadın,35,Konya,3245.25
4209,2023-12-05,P063,Klima,Elektronik,812.37,4,3249.48,2660,Emine.,Kadın,44,Gaziantep,1146.95
4210,2023-11-04,P082,Defter,Kırtasiye,813.42,12,9761.039999999999,4425,Edaviye,Erkek,19,Bursa,3583.47
4211,2023-07-07,P011,Kalem,Kırtasiye,929.65,15,13944.75,6310,Lütfi,Erkek,26,Konya,107.16
4212,2023-11-19,P011,Kalem,Kırtasiye,527.48,12,6329.76,9813,Burakhan,Erkek,27,İzmir,1786.92
4213,2024-05-20,P082,Defter,Kırtasiye,399.98,19,7599.620000000001,2159,Bayman,Erkek,20,İstanbul,405.76
4214,2023-08-01,P018,Telefon,Elektronik,307.25,16,4916.0,7104,Özbilek,Kadın,23,İstanbul,1793.73
4215,2023-07-13,P097,Su Şişesi,Mutfak Ürünleri,236.3,5,1181.5,2716,Özerdinç,Kadın,32,İstanbul,1724.7
4216,2024-04-27,P087,Kulaklık,Elektronik,1144.28,3,3432.84,1667,Abdürreşit,Kadın,28,Adana,4669.07
4217,2023-07-05,P097,Su Şişesi,Mutfak Ürünleri,1256.75,8,10054.0,2726,Mübetcel,Erkek,44,Adana,757.94
4218,2024-08-12,P010,Çanta,Giyim,1185.21,8,9481.68,6869,Müzekker,Erkek,64,İstanbul,4796.64
4219,2023-03-21,P097,Su Şişesi,Mutfak Ürünleri,166.75,6,1000.5,3795,Nural,Kadın,43,Konya,3213.85
4220,2024-04-28,P011,Kalem,Kırtasiye,937.6,8,7500.8,5447,Hazine,Erkek,20,Ankara,2073.91
4221,2023-06-07,P082,Defter,Kırtasiye,1193.87,15,17908.05,9187,Arpağ,Kadın,54,Gaziantep,3270.93
4222,2022-11-26,P024,Bilgisayar,Elektronik,1332.57,18,23986.26,7891,İlgi,Erkek,60,İzmir,4848.56
4223,2023-09-14,P018,Telefon,Elektronik,537.48,15,8062.200000000001,6554,Alabezek,Erkek,55,Adana,2461.78
4224,2023-12-02,P037,Fırın,Ev Aletleri,724.95,5,3624.75,9060,Erseç,Erkek,46,Adana,1855.11
4225,2023-01-16,P097,Su Şişesi,Mutfak Ürünleri,1326.28,9,11936.52,5573,Kahir,Kadın,19,Gaziantep,3831.26
4226,2023-01-02,P082,Defter,Kırtasiye,146.06,9,1314.54,9915,Boztaş,Erkek,49,İzmir,3326.99
4227,2023-02-04,P097,Su Şişesi,Mutfak Ürünleri,299.66,1,299.66,8643,Gülçe,Kadın,42,Gaziantep,850.46
4228,2023-02-20,P011,Kalem,Kırtasiye,736.19,11,8098.09,2432,Basım,Erkek,65,Gaziantep,4359.42
4229,2024-06-22,P082,Defter,Kırtasiye,983.86,3,2951.58,8172,Esengün,Erkek,66,Antalya,2644.75
4230,2023-05-25,P097,Su Şişesi,Mutfak Ürünleri,882.05,10,8820.5,6855,Özay,Kadın,18,Antalya,2355.21
4231,2023-02-24,P082,Defter,Kırtasiye,1167.7,7,8173.900000000001,9025,Özyurt,Kadın,25,Gaziantep,4250.39
4232,2024-08-24,P032,Mouse,Elektronik,999.47,7,6996.29,5215,Tüzeer,Kadın,59,İzmir,1854.72
4233,2022-11-26,P063,Klima,Elektronik,460.37,13,5984.81,3546,Solma,Erkek,19,Adana,1571.83
4234,2024-06-06,P087,Kulaklık,Elektronik,1050.65,5,5253.25,6131,Coşkun,Erkek,60,Antalya,3040.09
4235,2023-02-10,P018,Telefon,Elektronik,794.01,10,7940.1,6523,Güçyeter,Kadın,33,İzmir,4498.53
4236,2023-08-23,P087,Kulaklık,Elektronik,406.34,19,7720.459999999999,5826,Zahfer,Kadın,37,İstanbul,3364.98
4237,2023-06-27,P032,Mouse,Elektronik,230.01,6,1380.06,6654,Ekber,Kadın,56,Konya,2136.35
4238,2024-07-27,P063,Klima,Elektronik,862.61,17,14664.37,3745,Dursadiye,Kadın,66,Konya,2468.34
4239,2023-08-30,P087,Kulaklık,Elektronik,49.07,18,883.26,8851,Vaysal,Erkek,64,İstanbul,273.5
4240,2024-03-16,P087,Kulaklık,Elektronik,133.56,18,2404.08,5418,Sarıcabay,Erkek,25,Gaziantep,4393.57
4241,2022-12-23,P082,Defter,Kırtasiye,106.48,12,1277.76,8308,Kapagan,Kadın,19,İzmir,889.16
4242,2023-07-20,P097,Su Şişesi,Mutfak Ürünleri,749.49,16,11991.84,6473,Şükri,Kadın,18,Gaziantep,1042.82
4243,2023-03-29,P024,Bilgisayar,Elektronik,1251.98,17,21283.66,5490,Rebihat,Erkek,69,Konya,4631.59
4244,2023-02-14,P097,Su Şişesi,Mutfak Ürünleri,980.67,16,15690.72,9068,Mucahit,Erkek,38,Gaziantep,3708.46
4245,2023-06-15,P032,Mouse,Elektronik,1316.19,3,3948.57,3372,Oganer,Kadın,58,Ankara,4984.2
4246,2023-03-21,P024,Bilgisayar,Elektronik,729.78,18,13136.039999999999,7433,İsra,Kadın,40,İstanbul,821.15
4247,2023-07-09,P011,Kalem,Kırtasiye,1170.4,18,21067.2,6372,Mesude,Erkek,43,İstanbul,2918.93
4248,2024-08-04,P082,Defter,Kırtasiye,365.27,11,4017.97,6984,Nürice,Erkek,54,İstanbul,1950.18
4249,2024-08-24,P097,Su Şişesi,Mutfak Ürünleri,1126.91,16,18030.56,2253,Metinkaya,Kadın,20,Konya,1763.22
4250,2024-08-21,P018,Telefon,Elektronik,190.75,9,1716.75,1913,Avunç,Erkek,34,Adana,2213.43
4251,2023-06-19,P011,Kalem,Kırtasiye,32.18,2,64.36,8955,Buyrukhan,Kadın,31,Bursa,4722.24
4252,2023-03-08,P010,Çanta,Giyim,1269.66,19,24123.54,6295,Zoral,Kadın,43,Ankara,2491.8
4253,2023-02-12,P010,Çanta,Giyim,1178.63,16,18858.08,6599,Aral,Erkek,69,Gaziantep,1537.37
4254,2022-12-24,P063,Klima,Elektronik,790.47,18,14228.46,3286,Kanak,Erkek,51,Gaziantep,3465.8
4255,2023-10-25,P037,Fırın,Ev Aletleri,745.43,14,10436.019999999999,1312,Dilşat,Erkek,40,İstanbul,1216.25
4256,2023-06-03,P024,Bilgisayar,Elektronik,1070.86,11,11779.46,7015,Şilan,Erkek,27,Bursa,4856.17
4257,2023-05-14,P032,Mouse,Elektronik,40.18,3,120.53999999999999,9934,Mufide,Erkek,39,Konya,645.45
4258,2024-07-04,P024,Bilgisayar,Elektronik,528.72,12,6344.64,2129,Ozansü,Kadın,26,Antalya,4267.73
4259,2024-05-05,P032,Mouse,Elektronik,1340.93,4,5363.72,3819,Paker,Kadın,44,İzmir,3887.09
4260,2024-04-10,P010,Çanta,Giyim,689.69,10,6896.900000000001,8651,Şevketfeza,Kadın,64,Konya,2310.15
4261,2024-04-04,P018,Telefon,Elektronik,730.04,9,6570.36,7861,Nafii,Kadın,49,Gaziantep,3992.95
